,news,code
37,"초여름인가요?(서울=연합뉴스) 윤동진 기자 = 서울 최고 기온 28도를 기록하며 초여름 날씨를 보인 1일 오후 서울 청계천에서 한 어린이가 아이스크림을 먹고 있다. 2020.5.1 mon@yna.co.kr 초여름인가요?(서울=연합뉴스) 윤동진 기자 = 서울 최고 기온 28도를 기록하며 초여름 날씨를 보인 1일 오후 서울 청계천에서 한 어린이가 아이스크림을 먹고 있다. 2020.5.1 mon@yna.co.kr

(서울=연합뉴스) 토요일인 2일은 강원 동해안과 경북 지역 낮 기온이 30도 안팎으로 오르며 초여름 날씨가 이어지는 가운데 오후부터 전국 곳곳에서 비가 내리겠다.이날 아침 최저기온은 14∼21도, 낮 최고기온은 20∼32도로 예보됐다. 일부 내륙 지역은 일교차가 15도 이상으로 크게 벌어지겠다.이날 새벽부터 아침 사이 경기 북부와 강원 영서 북부에는 산발적으로 빗방울이 떨어지고, 오후부터는 제주도와 전라도, 경남에 비가 내리겠다.3일까지 예상 강수량은 제주도·남해안·지리산 부근 20∼60㎜(많은 곳 제주도 남부와 산지 80㎜ 이상), 전라도와 경상도(남해안과 지리산 부근 제외) 5∼20㎜ 등이다.서해안과 일부 남해안을 제외한 전국에 건조 특보가 발효돼 대기가 매우 건조하겠고, 일부 지역에서는 바람도 강하게 불어 산불 등 각종 화재 예방에 유의해야 한다.미세먼지 농도는 전 권역이 '보통' 수준을 보이겠다. 다만 서울·경기 북부는 오전까지 '나쁨', 강원 영서는 새벽에 일시적으로 '나쁨' 수준일 것으로 예상됐다.중부 서해안과 전북 서해안은 이날 오전까지 가시거리 200ｍ 미만의 짙은 안개가 끼고, 일부 지역에는 이슬비도 내리겠다.기상청은 ""서해안에 있는 서해대교와 영종대교, 인천대교 등은 가시거리가 200ｍ 이하로 매우 짧아지는 구간이 있어 교통안전에 각별히 유의해야 한다""고 당부했다.바다의 물결은 전 해상 앞바다에서 0.5∼1.5ｍ로 예보됐고, 먼바다 파고는 동해 1.0∼2.5ｍ, 서해 0.5∼2.0ｍ, 남해 0.5∼2.5ｍ로 예상됐다.다음은 2일 지역별 날씨 전망. [오전, 오후](최저∼최고기온) ▲ 서울 : [흐림, 흐림] (17∼23) <30, 30>▲ 인천 : [흐림, 흐림] (15∼21) <30, 30>▲ 수원 : [흐림, 흐림] (16∼25) <30, 30>▲ 춘천 : [흐림, 흐림] (17∼25) <30, 30>▲ 강릉 : [구름많음, 흐림] (21∼31) <20, 30>▲ 청주 : [흐림, 흐림] (19∼29) <30, 30>▲ 대전 : [구름많음, 흐림] (18∼28) <20, 30>▲ 세종 : [흐림, 흐림] (17∼29) <30, 30>▲ 전주 : [구름많음, 흐리고 한때 비] (18∼27) <20, 60>▲ 광주 : [흐림, 흐리고 가끔 비] (17∼27) <30, 70>▲ 대구 : [구름많음, 흐림] (16∼31) <20, 30>▲ 부산 : [구름많음, 흐림] (16∼22) <20, 30>▲ 울산 : [구름많음, 흐림] (16∼26) <20, 30>▲ 창원 : [구름많음, 흐림] (15∼24) <20, 30>▲ 제주 : [흐림, 흐리고 비] (17∼23) <30, 80>※ 이 기사는 엔씨소프트의 인공지능 기술인 자연어처리기술(NLP)로 자동 작성돼 편집자의 데스킹을 거쳤습니다.기사의 원 데이터인 기상청 기상예보는 웹사이트(https://www.weather.go.kr/w/weather/today.do)에서도 확인할 수 있습니다.",생활/문화
38,"전국이 25도 안팎의 기온을 보이는 황금연휴 첫 날인 지난달 30일 오후 서울 광화문광장 분수대를 찾은 어린이들이 물놀이를 하며 더위를 잊고 있다. 2020.4.30/뉴스1 © News1 임세영 기자 전국이 25도 안팎의 기온을 보이는 황금연휴 첫 날인 지난달 30일 오후 서울 광화문광장 분수대를 찾은 어린이들이 물놀이를 하며 더위를 잊고 있다. 2020.4.30/뉴스1 © News1 임세영 기자

(강원=뉴스1) 김경석 기자 = 1일 강원도는 따뜻한 남서풍과 높은 일사량으로 대부분 지역에서 25도 이상의 분포를 보이는 등 올 들어 가장 높은 기온을 기록했다.기상청에 따르면 이날 오후 5시 기준 도내 최고기온은 삼척 33.6도, 강릉 33.3도, 속초 32.4도, 양양 31.6도, 동해 30.9도, 영월 29.8도, 화천 29.6도, 정선 29도, 원주 28.3도, 홍천 28.2도, 춘천 28.1도 등을 기록했다.특히 속초와 북강릉, 동해 지역은 5월 상순 일 최고기온을 경신했다.기상청 관계자는 ""내일도 내륙과 동해안은 낮 기온이 25도 이상을 보이는 곳이 많겠고 동해안에는 30도 내외로 올라 더운 날씨를 보이겠다""고 말했다.kks10190@news1.kr© 뉴스1코리아( news1.kr ), 무단 전재 및 재배포 금지",생활/문화
39,"© News1 이지원 디자이너 © News1 이지원 디자이너

(서울=뉴스1) 강민경 기자 = 일본 도쿄도에서 1일 보고된 코로나19 신규 확진자 수가 최소 165명에 이르렀다.NHK에 따르면 도쿄도 내 코로나19 일일 확진자 수는 지난 이틀간 50명을 밑돌다 사흘만에 100명을 넘어섰다.이에 따라 도쿄도 내 누적 확진자 수는 총 4317명으로 집계되고 있다.같은 날 보고된 도쿄 내 코로나19 사망자는 6명으로, 도내 누적 사망자는 모두 126명이 됐다.pasta@news1.kr© 뉴스1코리아( news1.kr ), 무단 전재 및 재배포 금지",생활/문화
0,"©필립 플레인 ©필립 플레인

패션 디자이너 '필립 플레인'의 퍼퓸 브랜드 '필립 플레인 퍼퓸(Philipp Plein Parfums)'이 4월 1일 롯데백화점 잠실점에 론칭한다.국내 첫 선을 보이는 제품은 남성용 오 드 퍼퓸 '노 리밋츠(NO LIMIT$)'로, 이름에서 알 수 있듯이 무궁무진한 기회와 무한한 능력, 성공, 환희로 가득한 필립 플레인의 세계를 표현한 향수다.인텐스 우디 오리엔탈 향조로 블랙 페퍼, 카다멈, 그리고 화려한 워터리 노트의 강한 향취를 자랑하며, 풍부한 다크 우드와 레더로 진한 여운을 남긴다. 버본 바닐라와 블랙 엠버 노트의 부드러운 향으로 마무리되며 세련된 남성의 이미지를 더한다.블랙 컬러의 플라콩은 크레딧 카드를 형상화한 디자인으로 이목을 사로잡는다. 필립 플레인의 이름과 그가 태어난 해를 의미하는 '1978'등 재치 있는 디테일이 플라콩에 새겨져 있어 소장 가치를 더한다.삶을 나타내는 브랜드의 상징인 육각형의 해골 로고가 중심에 자리 잡고 있으며 카드의 칩 부분은 향수가 분사되는 스프레이 캡으로 탈바꿈했다. 위로 밀어 올리는 슬라이드 형식의 외부 박스 케이스에 렌티큘러 기법으로 프린트 한 해골과 달러($) 홀로그램을 부착하여 브랜드의 아이덴티티를 감각적으로 나타냈다.한편, 디자이너 필립 플레인이 2008년 설립한 필립 플레인은 국내외 셀러브리티들의 사랑을 받는 프레스티지 스트릿 패션 브랜드로 특유의 장인 정신이 가미된 독특하고 새로운 스타일을 특징으로 한다. 20년 동안 패션계에서 성공을 거둔 디자이너 필립 플레인은 향에 대한 그만의 철학을 공고히 하며 자신만의 시그니처인 럭셔리하고 엣지 있는 스타일의 향수 브랜드를 출시했다.필립 플레인이 국내 론칭하는 향수 '노 리밋츠'는 50mL와 90mL 두 종류로 선보이며 4월 1일 롯데백화점 잠실점에 첫 오픈한다.강인귀 기자",생활/문화
1,"[EMK뮤지컬컴퍼니 제공] [EMK뮤지컬컴퍼니 제공]

[EMK뮤지컬컴퍼니 제공] [EMK뮤지컬컴퍼니 제공]

[EMK뮤지컬컴퍼니 제공] [EMK뮤지컬컴퍼니 제공]

[EMK뮤지컬컴퍼니 제공] [EMK뮤지컬컴퍼니 제공]

[헤럴드경제=고승희 기자] 10주년을 맞은 뮤지컬 ‘모차르트!’가 초호화 캐스팅으로 무장했다. 배우 김준수를 필두로 박강형, 박은태가 모차르트를 연기하고, 김소향 김연지 해나가 모차르트의 아내 역을 맡았다.제작사 EMK뮤지컬컴퍼니는 6월 11일 세종문화회관 대극장에서 막을 올리는 ‘모차르트!’ 10주년 공연에 김준수·박강현·박은태가 ‘모차르트’에 캐스팅됐다고 밝혔다.김준수는 2010년 ‘모차르트’를 통해 뮤지컬 무대에 데뷔, 국내 최고의 티켓 파워를 자랑하는 배우로 성장했다. 박은태는 초연 당시 앙상블로 시작해 첫 주연으로 발탁된 ‘모차르트’의 성공 신화로 이번 무대를 통해 벌써 다섯 번째 모차르트를 연기한다. ‘웃는 남자’를 통해 주목받은 박강현은 10년을 이끌어갈 배우로 낙점됐다.자유분방하고 매력적인 모차르트의 아내 ‘콘스탄체 베버’ 역에는 ‘마리퀴리’ 등을 통해 ‘여성 원톱 서사 장인’으로 각인된 김소향을 비롯해 ‘마리 앙투아네트’의 김연지, ‘보디가드’의 해나가 캐스팅됐다.모차르트를 신이 내린 숙제라 여기며 속박하는 ‘콜로레도 대주교’는 민영기·손준호가, 후원자 ‘발트슈테텐 남작부인’은 ‘뮤지컬 여제’로 불리는 신영숙과 김소현이 연기한다.이외에도 모차르트 아버지 ‘레오폴트 모차르트’ 역은 윤영석·홍경수, 누나 ‘난넬 모차르트’ 역은 전수미·배다해, 콘스탄체 어머니 ‘체칠리아 베버’ 역은 김영주·주아, ‘엠마누엘 쉬카네더’ 역은 문성혁, ‘아르코 백작’ 역은 이상준이 맡는다.‘모차르트!’는 ‘엘리자벳’ ‘레베카’ ‘마리 앙투아네트’ 등을 합작한 뮤지컬 콤비 미하엘 쿤체 극작가와 실베스터 르베이 작곡가의 세계적인 히트작이다.천재 음악가의 인간적 고뇌, 자기 자신과의 갈등을 다양한 주변 인물과 관계 속에서 드라마로 풀어내는 작품이다. 10주년 공연은 이전 세 차례 공연을 이끈 유희성 연출이 예술감독을, 2014년 공연을 진두지휘한 아드리안 오스몬드가 연출을 맡고 김문정 음악감독, 서숙진 무대 디자이너, 구윤영 조명 디자이너, 송승규 영상 디자이너가 참여해 무대를 완성할 예정이다.6월 11일부터 8월 9일까지 세종문화회관 대극장에서 공연한다.shee@heraldcorp.com- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",생활/문화
2,"런던의 코로나19 '드라이브 스루' 검사소 [AP=연합뉴스] 런던의 코로나19 '드라이브 스루' 검사소 [AP=연합뉴스]

에든버러 프린지 페스티벌 [AFP=연합뉴스] 에든버러 프린지 페스티벌 [AFP=연합뉴스]

확진자는 2만9천474명…전날 대비 4천324명 늘어8월 예정된 스코틀랜드 에든버러 페스티벌도 취소(런던=연합뉴스) 박대한 특파원 = 영국에서 하루 만에 신종 코로나바이러스 감염증(코로나19) 확진자가 4천명, 사망자는 500명 이상 추가됐다.영국 보건부는 1일(현지시간) 오전 9시(영국서머타임·BST) 현재 코로나19 확진자는 2만9천474명으로 집계됐다고 밝혔다.이는 전날(2만5천150명) 대비 4천324명 늘어난 수치다.영국에서는 지금까지 15만2천979명이 코로나19 검사를 받았다.코로나19 사망자는 지난달 31일 오후 5시 기준 2천352명으로 전날(1천789명) 대비 563명 급증했다.스카이 뉴스에 따르면 영국에서 코로나19 사망자가 200명을 돌파하는 데는 17일이 소요됐지만, 다시 2천명 선을 넘는 데는 11일밖에 걸리지 않았다.이날까지 1주일간 일평균 코로나19 검사건수는 8천건으로, 직전 1주일(5천800건) 대비 일 2천건 이상 증가했다.그러나 여전히 코로나19 대응 최전선에 있는 의료서비스 인력들조차 제대로 된 검사를 받지 못하고 있다.일간 가디언에 따르면 총리실은 이날까지 잉글랜드 지역 국민보건서비스(NHS) 인력 2천명이 코로나19 검사를 받았다고 밝혔다.NHS 잉글랜드에 소속된 모든 직원은 120만명이다.총리실은 여러 연구소 및 검사실을 동원해 코로나19 검사 역량을 확대할 것이라고 밝혔다.총리실 대변인은 ""NHS 잉글랜드, 잉글랜드 공중보건국 등과 함께 이를 실현하기 위해 노력하고 있다""고 말했다.스코틀랜드에서는 매년 8월 열리는 에든버러 인터내셔널 페스티벌, 프린지 페스티벌 취소 결정이 내려졌다.밀리터리 타투, 에든버러 아트 페스티벌, 에든버러 인터내셔널 북 페스티벌 역시 열리지 않는다.매년 8월 열리는 이들 행사에는 전 세계에서 440만명의 관람객이 찾는다.니컬라 스터전 스코틀랜드 자치정부 수반은 ""취소는 가슴 아픈 일이지만 옳은 결정""이라고 말했다.pdhis959@yna.co.kr",생활/문화
3,"동영상 뉴스

오늘도 계절의 시계가 열흘 정도 앞서가며 포근했습니다.서울 낮 기온이 17.4도까지 오르는 등 예년 기온을 4도가량 웃돌았는데 오늘만큼은 아니지만 내일도 예년보다 포근한 날씨가 이어집니다.우선 내일 서울 아침 기온이 5도로 아침 기온은 오늘보다 4도가량 낮아 더 쌀쌀하겠지만 한낮에는 16도까지 오르는 등 예년보다 2도가량 높아 포근하겠습니다.다만 기온이 오르는 만큼 일교차가 크게 납니다.감기에 걸리기 쉬운 만큼 건강 관리 철저히 해주시기 바랍니다.내일은 전국적으로 맑은 하늘이 함께 하겠고 이에 따라 대기는 더욱 메마르겠습니다.특히 서울과 경기 일부 지역에는 건조 경보가, 그 밖의 중서부와 경북 내륙에는 건조 주의보가 발효 중입니다.여기에 바람도 강하게 불고 있어 불이 나면 크게 번질 가능성이 높습니다.화재 예방에 더욱 신경써주시기 바랍니다.내일 아침 기온 오늘보다 3~6도가량 낮겠습니다.서울 5도, 대전 3도, 광주 5도, 부산 7도로 예상됩니다.낮 기온은 오늘과 비슷하거나 조금 낮겠습니다.서울 16도, 대전 19도, 광주 18도, 부산 17도로 예상됩니다.당분간 대체로 맑은 가운데 예년보다 포근한 날씨가 계속될 전망입니다.날씨 정보였습니다.[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",생활/문화
4,"동영상 뉴스

채널A가 소속 기자가 취재 과정에서 검찰과의 친분을 과시하며 취재원을 압박했다는 의혹에 대해 진상조사에 나섰습니다.채널A는 오늘(1일) 메인뉴스인 '뉴스A'의 클로징 멘트에서 본사 기자가 신라젠 사건을 취재하는 과정에서 취재윤리에 어긋난 행위를 했다는 지적과 관련해 자체 진상조사위원회를 구성해 조사하고 있다고 밝혔습니다.또 조사 결과가 나오는 대로 외부 인사로 구성된 자문위원회의 검증을 거쳐 책임 있는 조치를 취할 것이라고 덧붙였습니다.앞서 MBC 뉴스데스크는 채널A 소속 이 모 기자가 서울 남부구치소에 수감 중인 신라젠의 전 대주주 이철 밸류인베스트먼트코리아 전 대표에게 유시민 노무현재단 이사장의 비위를 제보하라며 강압적으로 접근했다고 보도했습니다.[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",생활/문화
5,"동영상 뉴스

[앵커]그룹 JYJ의 멤버 김재중이 자신의 SNS에 코로나19에 걸렸다는 만우절 농담을 올리며 파문이 일고 있습니다.경각심을 일으키기 위해 올렸다고 해명했지만 전 국민이 엄청난 고통을 받는 시점에서 부적절했다는 비난 여론이 빗발치고 있습니다.김선희 기자가 보도합니다.[기자]그룹 JYJ의 멤버 김재중은 자신의 SNS에 코로나19에 걸려 병원에 입원해 있다고 글을 올렸습니다.부주의하게 행동해 바이러스에 감염됐고 자신으로 인해 감염됐을 사람들에게 미안하다는 말도 전했습니다.SNS 글이 전해지며 김재중은 단숨에 포털사이트 검색어 1위에 올랐습니다.일부 언론들은 국내 연예인의 첫 번째 감염자가 나왔다는 기사를 쏟아냈습니다.하지만 김재중은 한 시간도 안 돼 SNS를 통해 만우절 농담이었다고 고백했습니다.다만, 경각심을 새기기 위해 글을 올렸고 절대 장난의 마음이 아니었다는 말도 덧붙였습니다.이번 글로 받을 모든 처벌을 달게 받겠다며 사과까지 했지만, 비난 여론이 빗발치고 있습니다.세계적인 재난으로 수많은 사람이 목숨을 잃고 고통을 받는 상황에서 이해할 수 없는 행동이라는 반응입니다.비록 잘못을 깨닫고 사과의 글을 올렸지만 마음을 졸였던 사람들은 허탈함을 넘어 분노를 느끼는 등 비판이 가라앉지 않고 있습니다.YTN 김선희입니다.[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",생활/문화
6,"동영상 뉴스

[앵커]뮤지컬 '오페라의 유령'의 배우가 코로나19 확진 판정을 받아 공연이 중단된 가운데, 또 다른 대형 뮤지컬 '드라큘라'도 잠정 중단에 들어갔습니다.코로나19 여파 속에 그나마 흥행을 이어가던 대형 뮤지컬들마저 잇따라 중단되면서 공연계에 위기감이 더욱 커지고 있습니다.홍상희 기자입니다.[기자]7년 만의 내한공연으로 관심을 모았던 뮤지컬 '오페라의 유령'이 결국 멈춰 섰습니다.지난달 14일부터 서울 공연을 시작한 '오페라의 유령'에 출연 중인 외국인 배우 1명이 코로나19 확진 판정을 받았습니다.확진 판정을 받은 배우는 지난 2월 9일 부산 투어를 마치고 출국했다가 3주 전 다시 입국했고, 종로구에 있는 호텔에 머물러 온 것으로 알려졌습니다.확진자가 나오면서 공연은 잠정 중단됐고 공연장인 블루스퀘어도 폐쇄돼 긴급 방역이 진행됐습니다.또 밀접접촉자 20여 명을 포함한 배우와 스태프 등 공연 관계자 120여 명 전원이 자가격리에 들어가 검사를 받고 있습니다.'오페라의 유령' 관계자는 ""공연장에서는 관객들을 대상으로 체온 모니터링과 마스크 의무 착용이 이뤄졌고, 무대와 객석 1열 간 거리도 4m 이상 유지됐다""고 설명했습니다.하지만 방역이 철저한 대형 공연장까지 폐쇄하는 상황이 벌어지면서 공연계는 당황한 기색이 역력합니다.또 다른 대형 뮤지컬 '드라큘라'도 선제적 안전조치 차원에서 오는 12일까지 공연을 중단하기로 했다고 밝혔습니다.코로나19 사태 속에서도 팬들의 호응 속에 공연을 이어가던 대형 뮤지컬 두 편이 멈춰 서면서 공연계에는 위기감이 감돌고 있습니다.뮤지컬과 클래식, 연극 무용 등 공연계의 3월 매출은 91억여 원으로 지난 1월 매출액의 1/4수준으로 떨어졌습니다.YTN 홍상희[san@ytn.co.kr]입니다.[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]",생활/문화
7,"폐 실질 영역의 19.8%가 폐렴 병변을 보이고 있는 55세 코로나19 환자의 컴퓨터단층촬영(CT) 영상을 3차원(3D)으로 재구성한 이미지. 폐렴 병변 부위를 위치에 따라 빨강·보라·녹색 등 여러 색깔로 표시했다. X선 사진에선 병변이 안개가 낀 것처럼 보인다. 폐 실질 영역의 19.8%가 폐렴 병변을 보이고 있는 55세 코로나19 환자의 컴퓨터단층촬영(CT) 영상을 3차원(3D)으로 재구성한 이미지. 폐렴 병변 부위를 위치에 따라 빨강·보라·녹색 등 여러 색깔로 표시했다. X선 사진에선 병변이 안개가 낀 것처럼 보인다.

3차원 CT 영상을 X선 사진과 같은 2차원으로 전환한 이미지(왼쪽). 안개가 낀 것처럼 보이는 것이 폐렴 병변으로 3차원 CT 영상에서 확인할 수 있는 폐렴 병변의 56%까지 확인할 수 있다. 오른쪽은 폐렴 병변의 모양을 예상한 이미지. 3차원 CT 영상을 X선 사진과 같은 2차원으로 전환한 이미지(왼쪽). 안개가 낀 것처럼 보이는 것이 폐렴 병변으로 3차원 CT 영상에서 확인할 수 있는 폐렴 병변의 56%까지 확인할 수 있다. 오른쪽은 폐렴 병변의 모양을 예상한 이미지.

[서울경제] 신종 코로나바이러스 감염증(코로나19)의 합병증으로 폐렴이 생긴 환자의 흉부 컴퓨터단층촬영(CT) 영상을 토대로 폐렴 부위의 모양·부피·무게 등을 1분 만에 알려주는 ‘인공지능 소프트웨어(AI SW)’가 개발됐다. 이에 따라 코로나19로 인한 폐렴의 중증도 판단이 한결 수월해졌다.서울대병원, 중국 란저우대 제1병원, 일본 자위대중앙병원 영상의학과 교수팀은 북미영상의학회가 발간하는 국제학술지 ‘심장흉부영상 방사선학(Radiology: Cardiothoracic Imaging)’에 코로나19로 진단받은 환자 17명(한국 14명, 중국 3명)의 폐 CT 영상을 AI 기반의 3차원(3D) 영상으로 만들고 1분 만에 전체 폐와 폐렴 부위의 무게·부피 등을 계산해낸 연구 결과를 발표했다.연구에는 2차원 흉부CT 영상을 합성해 3차원 영상으로 만들고 폐와 폐렴 부위를 가위로 오려내듯 잘라내는 AI SW를 활용했다. 계산에는 AI 의료영상 분석 플랫폼 및 의료용 3D 프린팅 기업인 메디컬아이피가 3개국 병원 의료진과 협업해 개발한 코로나19 특화 AI SW(MEDIP COVID19)가 활용됐다. 이 SW는 자체 AI 의료영상분석 SW(MEDIP PRO)를 기반으로 코로나19로 인한 폐렴 증상의 자동탐지·분할·정량화에 특화된 딥러닝 기술 등을 접목했다.공동 연구팀이 AI SW를 활용해 코로나19 환자들의 흉부CT 영상을 3차원으로 구현하고 폐렴 부위가 전체 폐의 무게·부피 중 몇 %를 차지하는지 계산해보니 폐 침범 정도와 중증도를 매우 정확하게 알 수 있었다.이번 연구에서는 중증도가 다른 환자 17명을 분석했는데 폐렴 부위의 평균 무게는 72.4ｇ으로 파악됐다. 이들의 폐렴 부위는 폐 전체 부피의 평균 3.2%였다.증상이 가장 심한 사람의 폐렴 부위 무게는 420.7ｇ이나 됐다. 건강한 성인의 폐 무게는 1,180ｇ(오른쪽 620ｇ, 왼쪽 560ｇ) 정도인데 코로나19 합병증으로 폐의 3분의1 이상에 문제가 생긴 셈이다.AI SW를 활용해 재구성한 3차원 CT 영상에서는 총 186개의 폐렴 병변을 확인할 수 있었으며 병변을 좀 더 직관적이고 정확하게 파악할 수 있었다. 하지만 영상의학 전문의들은 같은 날 찍은 흉부 X선 사진에서 이 중 19개만 판별할 수 있었다. 반면 3차원 CT 영상을 X선 사진과 같은 2차원 사진으로 전환한 이미지에서는 폐렴 병변을 56%(중앙값)까지 식별할 수 있었다.8명의 영상의학 전문의가 참여한 흉부 X선 사진의 분석 결과와 비교했더니 흉부 X선 사진은 코로나19 환자의 폐렴을 폐렴이라고 판별해내는 민감도가 25%(중앙값)에 불과했다. 다만 코로나19로 인한 폐렴이 아닌 환자의 폐 영상을 보고 폐렴이 아니라고 판별해내는 특이도는 90%로 높은 편이었다.AI SW가 코로나19 환자의 폐렴 조기진단과 중증도 파악에 매우 효과적이라는 것을 입증한 셈이다. CT 등으로 찍은 2차원 의료영상을 3차원으로 만들어주는 SW는 지금도 있다. 하지만 코로나19 폐렴 부위의 모양·무게·부피 등을 알 수 있는 SW는 없었다.윤순호 서울대병원 영상의학과 교수는 “이번 연구에서 3차원 CT 영상을 이용해 측정한 폐렴의 질량과 부피는 진단의 정확도와 중증도를 판단하는 중요한 요인으로 확인됐다”면서 “코로나19 대유행 상황에서 의료자원이 한정된 만큼 이른 시간에 폐렴의 중증도를 선별하고 입원 치료를 결정하는 데 큰 도움이 될 수 있다”고 말했다.메디컬아이피는 홈페이지(www.medicalip.com)에서 누구나 무료로 이 SW를 활용할 수 있게 했다. 2주 만인 지난달 30일 기준으로 24개국, 396개 의료기관에서 이 프로그램을 내려받은 것으로 집계됐다.박상준 대표는 “한·중·일 공동연구에 AI 의료영상 분석 플랫폼을 제공할 수 있었던 것은 차별화한 제품과 기술 경쟁력을 확보하고 있었기 때문”이라며 “이 기술이 코로나19 팬데믹(세계적 대유행) 해결에 기여할 수 있기를 바란다”고 말했다.코로나19로 인한 폐렴은 다른 폐렴과 매우 다른 독특한 특성이 있다는 평가를 받고 있다. 오명돈 신종감염병 중앙임상위원장(서울대병원 감염내과 교수)은 “(건강하고 젊은 환자의 경우) 폐 CT 영상에서 의료진이 깜짝 놀랄 정도로 폐에 안개가 낀 듯 하얗게 변한 폐렴이 생겼는데도 환자가 별 증상을 못 느끼고 콧줄로 산소를 공급하며 안정시키면 회복되는 경우를 자주 본다”고 했다. 메르스 환자는 CT 영상에서 이 정도의 폐렴 소견이 있으면 자발적 호흡이 어려워 중환자실에서 인공호흡기 치료를 받아야 할 정도로 상태가 심각했다.하지만 건강한 코로나19 환자는 호흡에 별문제가 없거나 약간 어려움이 있어도 자발적 호흡이 가능해 산소마스크 치료 정도로 회복된다. 건강한 확진자 대부분은 폐렴 소견을 보였지만 심각한 수준은 아니었다. 폐가 섬유화돼 폐 기능이 크게 떨어지는 후유증을 남길 가능성도 적다. /임웅재기자 jaelim@sedaily.com저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지",생활/문화
8,"설국 이룬 대관령(평창=연합뉴스) 1일 오후 강원 영동고속도로 대관령 일대에 눈이 내려 설국을 이루고 있다. 2020.4.1 [독자 제공.재판매 및 DB 금지] hak@yna.co.kr 설국 이룬 대관령(평창=연합뉴스) 1일 오후 강원 영동고속도로 대관령 일대에 눈이 내려 설국을 이루고 있다. 2020.4.1 [독자 제공.재판매 및 DB 금지] hak@yna.co.kr

4월에 내리는 대관령 눈(평창=연합뉴스) 1일 오후 강원 영동고속도로 대관령 일대에 눈이 내려 설국을 이루고 있다. 2020.4.1 [독자 제공.재판매 및 DB 금지] hak@yna.co.kr 4월에 내리는 대관령 눈(평창=연합뉴스) 1일 오후 강원 영동고속도로 대관령 일대에 눈이 내려 설국을 이루고 있다. 2020.4.1 [독자 제공.재판매 및 DB 금지] hak@yna.co.kr

(춘천=연합뉴스) 이상학 기자 = 강원지방기상청은 1일 오후 11시를 기해 남부 산지와 태백에 내렸던 대설주의보를 해제했다.앞서 기상청은 오후 10시를 기해 북부와 중부 산지에 대설주의보도 해제했다.이로써 강원지역에 내려졌던 대설주의보는 모두 해제됐다.이날 오후 11시 현재까지 내린 적설량은 홍천 구룡령 15.5cm, 대관령 5.8cm, 미시령 5.8cm, 강릉 왕산 4cm, 평창 용평 3.8cm, 진부령 1.8cm, 홍천 내면 1.7cm 등이다.현재 동해안과 내륙 일부 지역에 약한 비가 내리고 있다.기상청은 동풍에 의해 형성된 구름대가 약 시간당 30km 속도로 남동진하면서 약화되고 있어 자정께 대부분 그칠 것으로 예상했다.기상청은 ""해발고도가 높은 산지에 10cm 이상의 많은 눈이 쌓이는 곳이 있겠다""며 ""기온이 떨어져 비 또는 눈이 얼어 도로가 미끄러운 곳이 있겠으니, 교통안전에 각별히 유의해야 한다""고 당부했다.한편 강원 지역에는 홍천, 횡성, 춘천, 화천, 철원, 원주에 건조 주의보도 발효 중이다.hak@yna.co.kr",생활/문화
